,user_id,name,username,following_agentid_list,previous_tweets,user_char,description
28,61209773,剧情考据员2,游28_剧情考据员2,"[32, 21]",[],喜欢比较平台差异,硬核玩家用户，围绕帧率、优化、手感、玩法深度、平台体验和口碑发言。
29,802812852,像素老炮2,游29_像素老炮2,[32],[],语气直接但懂游戏,硬核玩家用户，围绕帧率、优化、手感、玩法深度、平台体验和口碑发言。
30,2327585502,电竞椅测评2,游30_电竞椅测评2,[],[],硬核挑刺看参数,硬核玩家用户，围绕帧率、优化、手感、玩法深度、平台体验和口碑发言。
31,385873148,独立游戏猎人2,游31_独立游戏猎人2,[32],[],关注手感帧率和优化,硬核玩家用户，围绕帧率、优化、手感、玩法深度、平台体验和口碑发言。
32,972651,服务器延迟怪2,游32_服务器延迟怪2,[21],"['report: amazon plans to open its first physical store, in new york URL']",会拿实际游玩体验反驳,硬核玩家用户，围绕帧率、优化、手感、玩法深度、平台体验和口碑发言。
33,487686275,成就党阿森2,游33_成就党阿森2,[],[],喜欢比较平台差异,硬核玩家用户，围绕帧率、优化、手感、玩法深度、平台体验和口碑发言。
34,69935800,键鼠洁癖2,游34_键鼠洁癖2,[32],[],语气直接但懂游戏,硬核玩家用户，围绕帧率、优化、手感、玩法深度、平台体验和口碑发言。
35,27519265,老任信徒2,游35_老任信徒2,[],[],硬核挑刺看参数,硬核玩家用户，围绕帧率、优化、手感、玩法深度、平台体验和口碑发言。
36,97781259,开放世界迷路2,游36_开放世界迷路2,[32],[],关注手感帧率和优化,硬核玩家用户，围绕帧率、优化、手感、玩法深度、平台体验和口碑发言。
37,39603334,打击感研究所2,游37_打击感研究所2,[32],[],会拿实际游玩体验反驳,硬核玩家用户，围绕帧率、优化、手感、玩法深度、平台体验和口碑发言。
38,23508588,补丁观察员2,游38_补丁观察员2,[],[],喜欢比较平台差异,硬核玩家用户，围绕帧率、优化、手感、玩法深度、平台体验和口碑发言。
39,244185372,云存档失踪2,游39_云存档失踪2,[32],[],语气直接但懂游戏,硬核玩家用户，围绕帧率、优化、手感、玩法深度、平台体验和口碑发言。
40,2809464808,帧率警察3,游40_帧率警察3,"[32, 67]",[],硬核挑刺看参数,硬核玩家用户，围绕帧率、优化、手感、玩法深度、平台体验和口碑发言。
41,22720314,手柄阿杰3,游41_手柄阿杰3,[32],[],关注手感帧率和优化,硬核玩家用户，围绕帧率、优化、手感、玩法深度、平台体验和口碑发言。
42,966316886,魂系受苦人3,游42_魂系受苦人3,[],[],会拿实际游玩体验反驳,硬核玩家用户，围绕帧率、优化、手感、玩法深度、平台体验和口碑发言。
43,279029242,显卡小陈3,游43_显卡小陈3,[32],[],喜欢比较平台差异,硬核玩家用户，围绕帧率、优化、手感、玩法深度、平台体验和口碑发言。
44,24009194,主机双修党3,游44_主机双修党3,[32],[],语气直接但懂游戏,硬核玩家用户，围绕帧率、优化、手感、玩法深度、平台体验和口碑发言。
45,2373814405,开荒队长3,游45_开荒队长3,[32],[],硬核挑刺看参数,硬核玩家用户，围绕帧率、优化、手感、玩法深度、平台体验和口碑发言。
46,14327196,MOD收藏家3,游46_MOD收藏家3,[32],[],关注手感帧率和优化,硬核玩家用户，围绕帧率、优化、手感、玩法深度、平台体验和口碑发言。
47,177300767,排位破防中3,游47_排位破防中3,[32],[],会拿实际游玩体验反驳,硬核玩家用户，围绕帧率、优化、手感、玩法深度、平台体验和口碑发言。
48,426090051,剧情考据员3,游48_剧情考据员3,[32],[],喜欢比较平台差异,硬核玩家用户，围绕帧率、优化、手感、玩法深度、平台体验和口碑发言。
49,50441206,像素老炮3,游49_像素老炮3,[32],[],语气直接但懂游戏,硬核玩家用户，围绕帧率、优化、手感、玩法深度、平台体验和口碑发言。
50,15197548,电竞椅测评3,游50_电竞椅测评3,[32],[],硬核挑刺看参数,硬核玩家用户，围绕帧率、优化、手感、玩法深度、平台体验和口碑发言。
51,239145704,独立游戏猎人3,游51_独立游戏猎人3,[32],[],关注手感帧率和优化,硬核玩家用户，围绕帧率、优化、手感、玩法深度、平台体验和口碑发言。
52,7890312,服务器延迟怪3,游52_服务器延迟怪3,[32],[],会拿实际游玩体验反驳,硬核玩家用户，围绕帧率、优化、手感、玩法深度、平台体验和口碑发言。
53,1078319785,成就党阿森3,游53_成就党阿森3,[32],[],喜欢比较平台差异,硬核玩家用户，围绕帧率、优化、手感、玩法深度、平台体验和口碑发言。
54,195246980,键鼠洁癖3,游54_键鼠洁癖3,[],[],语气直接但懂游戏,硬核玩家用户，围绕帧率、优化、手感、玩法深度、平台体验和口碑发言。
55,127501740,老任信徒3,游55_老任信徒3,[20],[],硬核挑刺看参数,硬核玩家用户，围绕帧率、优化、手感、玩法深度、平台体验和口碑发言。
