,user_id,name,username,following_agentid_list,previous_tweets,user_char,description
42,966316886,后端老周3,码42_后端老周3,[],[],关注工程落地,技术圈用户，常围绕架构、性能、CI、工程效率和真实数据讨论。
43,279029242,SRE阿北3,码43_SRE阿北3,[32],[],先怀疑缓存和环境,技术圈用户，常围绕架构、性能、CI、工程效率和真实数据讨论。
44,24009194,测试小满3,码44_测试小满3,[32],[],喜欢拿生产案例说话,技术圈用户，常围绕架构、性能、CI、工程效率和真实数据讨论。
45,2373814405,产品懂点码3,码45_产品懂点码3,[32],[],毒舌但讲证据,技术圈用户，常围绕架构、性能、CI、工程效率和真实数据讨论。
46,14327196,开源夜航3,码46_开源夜航3,[32],[],爱追问复现步骤,技术圈用户，常围绕架构、性能、CI、工程效率和真实数据讨论。
47,177300767,缓存猎人3,码47_缓存猎人3,[32],[],关注工程落地,技术圈用户，常围绕架构、性能、CI、工程效率和真实数据讨论。
48,426090051,CI巡逻员3,码48_CI巡逻员3,[32],[],先怀疑缓存和环境,技术圈用户，常围绕架构、性能、CI、工程效率和真实数据讨论。
49,50441206,文档阿简3,码49_文档阿简3,[32],[],喜欢拿生产案例说话,技术圈用户，常围绕架构、性能、CI、工程效率和真实数据讨论。
50,15197548,性能小唐3,码50_性能小唐3,[32],[],毒舌但讲证据,技术圈用户，常围绕架构、性能、CI、工程效率和真实数据讨论。
51,239145704,安全老林3,码51_安全老林3,[32],[],爱追问复现步骤,技术圈用户，常围绕架构、性能、CI、工程效率和真实数据讨论。
52,7890312,云账单观察3,码52_云账单观察3,[32],[],关注工程落地,技术圈用户，常围绕架构、性能、CI、工程效率和真实数据讨论。
53,1078319785,编译器阿澈3,码53_编译器阿澈3,[32],[],先怀疑缓存和环境,技术圈用户，常围绕架构、性能、CI、工程效率和真实数据讨论。
54,195246980,数据库小叶3,码54_数据库小叶3,[],[],喜欢拿生产案例说话,技术圈用户，常围绕架构、性能、CI、工程效率和真实数据讨论。
55,127501740,全栈阿许3,码55_全栈阿许3,[20],[],毒舌但讲证据,技术圈用户，常围绕架构、性能、CI、工程效率和真实数据讨论。
