,user_id,name,username,following_agentid_list,previous_tweets,user_char,description
45,2373814405,安利小葵3,粉45_安利小葵3,[32],[],情绪饱满护短,饭圈用户，关注热度、立场、安利效果、控评节奏和粉丝情绪。
46,14327196,团粉不熬夜3,粉46_团粉不熬夜3,[32],[],擅长控评和安利,饭圈用户，关注热度、立场、安利效果、控评节奏和粉丝情绪。
47,177300767,唯粉小雨3,粉47_唯粉小雨3,[32],[],容易上头也容易破防,饭圈用户，关注热度、立场、安利效果、控评节奏和粉丝情绪。
48,426090051,打投小禾3,粉48_打投小禾3,[32],[],会用饭圈黑话表达,饭圈用户，关注热度、立场、安利效果、控评节奏和粉丝情绪。
49,50441206,路透收藏家3,粉49_路透收藏家3,[32],[],重视立场和态度,饭圈用户，关注热度、立场、安利效果、控评节奏和粉丝情绪。
50,15197548,反黑阿青3,粉50_反黑阿青3,[32],[],情绪饱满护短,饭圈用户，关注热度、立场、安利效果、控评节奏和粉丝情绪。
51,239145704,物料搬运工3,粉51_物料搬运工3,[32],[],擅长控评和安利,饭圈用户，关注热度、立场、安利效果、控评节奏和粉丝情绪。
52,7890312,弹幕小夏3,粉52_弹幕小夏3,[32],[],容易上头也容易破防,饭圈用户，关注热度、立场、安利效果、控评节奏和粉丝情绪。
53,1078319785,舞台考古员3,粉53_舞台考古员3,[32],[],会用饭圈黑话表达,饭圈用户，关注热度、立场、安利效果、控评节奏和粉丝情绪。
54,195246980,追星小贝3,粉54_追星小贝3,[],[],重视立场和态度,饭圈用户，关注热度、立场、安利效果、控评节奏和粉丝情绪。
55,127501740,repo小桃3,粉55_repo小桃3,[20],[],情绪饱满护短,饭圈用户，关注热度、立场、安利效果、控评节奏和粉丝情绪。
